"site","floor_price","user","os","click_1","click_2","click_3","click_4","click_5","click_6","click_7","click_8","click_9","click_10"
"media_0077",NA,"user_000124709","iOS",0,1,1,1,1,1,0,1,0,0
"media_0028",NA,"user_000185411","iOS",0,1,1,0,1,0,0,0,1,1
"media_0084",NA,"user_000091063","iOS",1,1,1,1,1,1,0,1,0,1
"media_0053",NA,"user_000211792","iOS",1,1,1,1,1,0,1,1,0,1
"media_0039",30,"user_000162968","iOS",1,0,1,1,1,1,0,1,0,1
"media_0090",NA,"user_000092274","iOS",1,0,1,0,1,0,1,0,1,1
"media_0087",50,"user_000157995","Android",0,0,0,0,1,0,1,0,1,0
"media_0060",NA,"user_000006816","iOS",1,0,1,1,1,1,1,0,1,0
"media_0064",NA,"user_000131850","iOS",1,1,1,1,0,1,1,1,1,0
"media_0067",NA,"user_000167821","iOS",0,0,1,1,1,1,0,0,1,1
"media_0077",NA,"user_000154018","iOS",1,0,0,0,0,0,0,1,0,0
"media_0046",100,"user_000120875","iOS",1,1,0,0,0,0,1,0,0,0
"media_0011",NA,"user_000127953","iOS",1,1,1,1,0,0,0,1,1,0
"media_0064",NA,"user_000039653","iOS",1,0,1,0,1,0,1,1,1,1
"media_0078",NA,"user_000044031","Android",1,1,1,0,0,0,0,1,0,1
"media_0019",NA,"user_000134051","Android",0,1,1,0,0,0,1,0,1,0
"media_0071",30,"user_000097511","Android",1,1,0,1,0,1,1,1,0,1
"media_0074",30,"user_000141863","iOS",0,0,0,0,0,1,1,1,1,1
"media_0062",NA,"user_000084240","iOS",0,1,0,0,1,0,0,1,0,1
"media_0022",NA,"user_000076981","Android",1,0,1,0,1,1,1,1,0,1
"media_0046",100,"user_000185875","iOS",1,0,1,0,0,1,1,0,1,0
"media_0006",NA,"user_000130768","Android",0,1,1,1,1,1,0,0,1,1
"media_0087",50,"user_000113116","Android",1,0,0,0,1,1,0,1,0,0
"media_0041",NA,"user_000160403","iOS",0,0,1,1,1,1,0,1,0,0
"media_0067",NA,"user_000110637","iOS",0,1,1,0,0,1,0,0,0,1
"media_0021",NA,"user_000004996","Android",0,1,0,0,1,0,0,0,1,0
"media_0065",NA,"user_000152872","iOS",1,0,0,1,1,1,1,0,0,0
"media_0091",30,"user_000042776","Android",0,0,0,1,0,0,0,1,0,0
"media_0050",30,"user_000015431","Android",1,1,0,1,1,1,0,0,0,0
"media_0029",NA,"user_000170589","Android",0,0,0,1,0,1,0,1,1,0
"media_0027",NA,"user_000050190","Android",0,1,0,1,0,0,1,1,0,0
"media_0001",35,"user_000199270","iOS",1,0,1,0,1,0,0,0,1,1
"media_0018",NA,"user_000014904","iOS",1,0,1,1,1,1,1,0,0,1
"media_0055",50,"user_000079348","iOS",0,1,0,0,1,0,0,0,0,0
"media_0015",NA,"user_000177402","Android",1,0,0,0,1,0,1,1,1,1
"media_0069",NA,"user_000093125","iOS",0,1,1,1,0,1,1,0,0,1
"media_0061",NA,"user_000409583","Android",1,0,1,0,0,0,0,1,1,0
"media_0008",30,"user_000162840","Android",0,0,1,1,1,0,0,1,0,0
"media_0013",NA,"user_000420475","Android",0,1,1,1,1,0,0,1,1,0
"media_0015",NA,"user_000142394","Android",0,0,0,0,0,1,1,0,1,0
"media_0065",NA,"user_000030823","Android",1,0,0,0,0,0,1,0,1,0
"media_0076",NA,"user_000015143","iOS",1,1,0,1,0,1,0,1,0,0
"media_0087",50,"user_000093380","Android",0,0,0,0,0,0,0,1,1,1
"media_0011",NA,"user_000156141","iOS",1,1,0,1,0,0,0,1,1,1
"media_0081",NA,"user_000194418","Android",1,0,1,1,1,1,1,0,0,1
"media_0021",NA,"user_000050290","Android",1,1,1,0,1,0,1,1,0,1
"media_0060",NA,"user_000202350","iOS",0,0,0,0,1,0,0,0,1,0
"media_0009",30,"user_000129745","Android",1,1,1,1,0,0,1,1,0,1
"media_0018",NA,"user_000043911","Android",1,1,0,0,0,0,0,1,0,1
"media_0064",NA,"user_000024814","iOS",0,0,1,0,1,0,1,0,1,0
"media_0092",NA,"user_000024259","Android",1,1,0,0,0,0,1,0,0,1
"media_0088",NA,"user_000167473","Android",0,1,1,1,0,0,0,0,0,0
"media_0036",NA,"user_000165638","iOS",0,1,0,0,0,0,1,1,0,1
"media_0055",50,"user_000107308","Android",0,1,0,1,0,1,0,1,1,0
"media_0047",NA,"user_000149393","iOS",0,1,0,0,0,0,0,1,1,0
"media_0072",35,"user_000312381","Android",0,0,1,0,1,1,0,1,1,0
"media_0014",NA,"user_000091933","Android",1,1,0,1,1,0,1,1,0,1
"media_0080",NA,"user_000053064","Android",1,1,0,1,0,1,0,0,0,0
"media_0010",NA,"user_000028231","Android",0,0,1,0,1,0,0,0,1,1
"media_0091",30,"user_000134323","Android",1,0,1,0,0,0,0,1,1,0
"media_0037",NA,"user_000034228","Android",0,1,1,0,0,0,0,1,1,1
"media_0057",30,"user_000313541","iOS",0,0,0,0,1,0,0,0,0,1
"media_0019",NA,"user_000047819","Android",1,1,0,1,1,1,1,0,0,0
"media_0082",NA,"user_000004339","Android",0,0,1,0,0,1,0,0,0,1
"media_0064",NA,"user_000161298","iOS",0,1,0,0,0,0,1,1,1,0
"media_0033",NA,"user_000002344","iOS",1,1,1,0,0,0,1,1,0,1
"media_0099",NA,"user_000052655","iOS",1,0,1,1,1,1,1,0,0,1
"media_0023",NA,"user_000021158","iOS",0,0,0,0,0,0,0,1,1,1
"media_0084",NA,"user_000146950","iOS",1,1,0,1,1,1,0,0,0,1
"media_0075",NA,"user_000209523","iOS",0,0,1,1,1,1,1,0,0,0
"media_0053",NA,"user_000070798","Android",1,0,1,1,1,1,0,1,1,1
"media_0096",30,"user_000081445","Android",0,1,0,0,0,0,0,0,0,0
"media_0064",NA,"user_000302559","iOS",1,0,1,1,0,0,0,0,1,0
"media_0015",NA,"user_000183653","iOS",1,0,0,0,1,1,1,0,0,1
"media_0082",NA,"user_000061042","Android",1,1,1,1,0,0,1,1,0,1
"media_0008",30,"user_000419654","iOS",1,0,0,1,0,0,1,1,1,0
"media_0079",NA,"user_000022733","iOS",0,0,0,1,0,1,1,0,0,0
"media_0086",NA,"user_000196045","Android",1,0,0,1,1,0,0,1,0,0
"media_0100",NA,"user_000411919","Android",0,1,0,0,1,1,0,0,1,1
"media_0076",NA,"user_000071251","Android",1,1,0,0,0,0,0,0,0,0
"media_0003",NA,"user_000105771","iOS",1,0,1,0,1,1,1,1,1,1
"media_0043",NA,"user_000179182","iOS",1,0,1,1,0,0,0,1,1,0
"media_0027",NA,"user_000151699","Android",0,0,1,1,0,1,1,1,1,0
"media_0099",NA,"user_000020764","Android",0,1,1,0,0,1,0,0,0,1
"media_0072",35,"user_000131401","Android",0,1,1,1,1,1,1,1,0,1
"media_0083",NA,"user_000417229","Android",0,0,1,1,0,1,1,1,0,0
"media_0050",30,"user_000185413","Android",1,1,1,1,1,0,0,0,1,0
"media_0071",30,"user_000155702","iOS",0,0,1,0,1,0,0,0,1,1
"media_0028",NA,"user_000012770","Android",0,1,1,0,0,1,0,1,0,0
"media_0042",NA,"user_000079999","iOS",1,0,0,0,0,0,0,0,1,0
"media_0074",30,"user_000016077","Android",0,0,1,0,0,1,0,1,0,1
"media_0069",NA,"user_000040277","iOS",1,0,1,1,0,0,1,1,0,0
"media_0056",40,"user_000170923","Android",0,1,1,1,1,1,1,1,0,0
"media_0033",NA,"user_000111884","iOS",1,1,1,0,0,1,1,0,1,0
"media_0012",NA,"user_000019006","Android",0,0,1,0,1,0,0,1,0,0
"media_0063",NA,"user_000157796","Android",1,0,0,1,1,0,1,1,1,1
"media_0036",NA,"user_000141602","iOS",1,0,0,0,0,1,0,1,1,1
"media_0050",30,"user_000167513","iOS",0,1,0,1,0,1,0,0,0,0
"media_0044",NA,"user_000119406","iOS",1,0,0,0,0,0,1,1,1,1
"media_0071",30,"user_000042609","Android",1,1,1,1,0,1,0,1,0,0
"media_0061",NA,"user_000101746","iOS",0,0,1,1,1,0,1,1,1,1
"media_0002",NA,"user_000050684","iOS",1,0,1,1,1,1,0,0,0,0
"media_0088",NA,"user_000046235","Android",1,1,0,0,0,1,1,1,1,0
"media_0093",NA,"user_000117518","Android",1,1,0,0,0,1,0,1,1,0
"media_0097",NA,"user_000129243","Android",0,1,1,0,0,0,1,1,1,0
"media_0092",NA,"user_000114134","iOS",0,0,0,0,1,0,1,1,0,1
"media_0057",30,"user_000122421","Android",0,1,0,1,0,1,0,0,1,0
"media_0049",NA,"user_000002127","Android",0,0,0,1,1,1,0,0,1,1
"media_0069",NA,"user_000112300","Android",0,1,0,0,1,0,1,1,0,1
"media_0099",NA,"user_000026030","iOS",1,1,0,1,0,0,1,1,1,1
"media_0060",NA,"user_000419722","iOS",1,0,0,1,0,1,1,1,0,1
"media_0042",NA,"user_000101024","Android",1,0,0,0,1,0,1,0,0,0
"media_0049",NA,"user_000142074","iOS",1,1,0,0,0,0,1,0,1,1
"media_0004",NA,"user_000161510","iOS",1,1,0,0,1,0,1,1,1,1
"media_0085",60,"user_000168313","iOS",0,1,0,1,0,1,1,0,1,0
"media_0003",NA,"user_000103481","Android",0,0,1,0,1,1,0,1,1,0
"media_0085",60,"user_000087778","Android",0,0,1,0,1,0,1,1,1,0
"media_0077",NA,"user_000101488","iOS",1,0,0,0,0,1,0,1,0,1
"media_0006",NA,"user_000025173","Android",1,0,0,1,0,0,1,1,1,0
"media_0010",NA,"user_000092170","iOS",1,1,1,0,0,1,0,1,1,1
"media_0073",NA,"user_000413280","Android",1,0,1,1,0,0,1,1,1,1
"media_0070",NA,"user_000027776","iOS",1,1,0,0,0,1,0,1,1,0
"media_0009",30,"user_000036729","Android",1,0,0,0,1,0,1,0,0,1
"media_0072",35,"user_000201188","iOS",1,1,1,1,0,0,0,0,0,0
"media_0075",NA,"user_000021720","iOS",0,0,0,1,0,0,0,1,1,0
"media_0100",NA,"user_000414130","Android",0,1,1,1,0,1,0,1,0,0
"media_0051",NA,"user_000092596","iOS",1,1,1,1,0,0,1,1,0,1
"media_0020",NA,"user_000181351","Android",0,1,1,0,1,0,1,0,1,0
"media_0054",50,"user_000143182","Android",0,1,0,0,0,0,0,0,1,0
"media_0055",50,"user_000406597","Android",1,1,0,1,1,1,1,1,1,1
"media_0053",NA,"user_000122391","iOS",0,1,1,1,0,0,1,0,1,0
"media_0049",NA,"user_000406354","iOS",1,0,0,0,1,1,1,1,1,0
"media_0034",NA,"user_000086131","Android",1,0,0,0,1,0,0,0,1,1
"media_0090",NA,"user_000209000","iOS",0,1,1,1,1,1,1,1,0,0
"media_0087",50,"user_000093856","Android",1,1,0,0,0,1,0,0,1,1
"media_0022",NA,"user_000017179","iOS",1,1,0,0,0,0,0,1,1,1
"media_0005",NA,"user_000041576","iOS",1,1,0,0,1,0,0,1,0,0
"media_0049",NA,"user_000431597","Android",1,0,0,1,1,0,0,1,1,1
"media_0004",NA,"user_000034986","iOS",0,0,1,1,0,1,0,1,0,1
"media_0024",NA,"user_000108478","Android",0,0,1,1,1,0,0,1,0,1
"media_0014",NA,"user_000199264","iOS",0,0,1,1,1,0,0,1,0,1
"media_0062",NA,"user_000164575","iOS",0,0,0,1,1,1,0,0,1,1
"media_0041",NA,"user_000198756","Android",0,0,1,1,0,0,0,1,1,0
"media_0087",50,"user_000084506","iOS",0,0,1,0,0,0,1,1,0,0
"media_0045",NA,"user_000089204","iOS",0,0,0,1,0,0,1,1,1,0
"media_0016",NA,"user_000141036","iOS",0,1,1,1,1,1,0,1,0,0
"media_0020",NA,"user_000047568","iOS",1,0,0,1,1,0,1,0,1,0
"media_0051",NA,"user_000036741","Android",0,0,0,1,0,1,0,1,1,0
"media_0022",NA,"user_000306206","Android",0,1,1,0,1,1,0,1,0,1
"media_0021",NA,"user_000040938","Android",0,0,0,0,1,1,0,1,0,0
"media_0049",NA,"user_000155409","iOS",1,0,0,0,0,0,0,1,1,1
"media_0043",NA,"user_000168005","Android",1,1,1,1,1,0,1,0,1,1
"media_0065",NA,"user_000184399","Android",0,0,1,1,0,1,1,0,0,0
"media_0001",35,"user_000200518","Android",0,1,0,0,0,0,1,1,1,0
"media_0005",NA,"user_000104053","iOS",1,1,1,1,1,0,0,1,0,1
"media_0052",30,"user_000082348","iOS",1,0,1,1,0,0,1,0,0,1
"media_0013",NA,"user_000025708","iOS",1,1,0,1,1,0,1,0,1,1
"media_0062",NA,"user_000043134","Android",1,0,0,1,1,1,1,0,0,0
"media_0001",35,"user_000410720","iOS",0,0,1,1,1,0,1,0,0,0
"media_0029",NA,"user_000134879","iOS",0,0,0,1,1,1,0,0,1,1
"media_0028",NA,"user_000143768","iOS",1,0,0,0,0,1,0,0,1,1
"media_0038",NA,"user_000184168","Android",0,1,1,0,0,1,0,0,1,1
"media_0023",NA,"user_000110068","iOS",1,0,0,0,0,0,0,0,1,0
"media_0062",NA,"user_000084881","Android",1,0,1,0,0,1,1,0,0,0
"media_0071",30,"user_000091430","iOS",1,1,0,0,0,0,0,1,1,0
"media_0062",NA,"user_000039290","iOS",0,0,1,0,1,0,1,0,0,0
"media_0054",50,"user_000030379","iOS",0,0,0,1,1,0,1,0,0,0
"media_0081",NA,"user_000187226","Android",1,0,0,0,1,0,0,1,0,0
"media_0082",NA,"user_000112102","Android",0,0,1,0,0,0,0,1,1,1
"media_0067",NA,"user_000184964","Android",1,1,1,0,0,0,1,1,1,1
"media_0056",40,"user_000019272","iOS",1,1,0,0,0,0,0,0,1,0
"media_0075",NA,"user_000135021","Android",0,0,1,0,1,0,0,0,1,1
"media_0065",NA,"user_000419644","Android",0,1,1,1,1,1,0,1,0,0
"media_0010",NA,"user_000117112","Android",1,1,0,0,0,1,1,1,0,0
"media_0054",50,"user_000404604","iOS",0,0,1,1,0,1,1,1,0,1
"media_0007",50,"user_000037301","Android",0,1,1,0,0,0,1,1,1,1
"media_0042",NA,"user_000054078","Android",0,1,1,0,0,1,1,0,1,0
"media_0090",NA,"user_000170828","Android",1,1,0,1,0,1,0,1,0,1
"media_0061",NA,"user_000021698","iOS",0,1,1,0,1,1,0,0,0,1
"media_0003",NA,"user_000192235","iOS",1,1,0,1,1,1,1,0,1,1
"media_0033",NA,"user_000118843","Android",1,0,0,0,0,1,0,1,1,1
"media_0026",NA,"user_000114882","iOS",0,0,1,0,0,1,0,0,0,0
"media_0087",50,"user_000111620","iOS",1,1,0,0,0,0,0,0,0,1
"media_0010",NA,"user_000022207","iOS",0,0,0,0,1,0,0,0,0,0
"media_0068",NA,"user_000049410","Android",0,1,1,1,0,0,1,0,1,0
"media_0050",30,"user_000153733","iOS",1,1,0,1,1,0,1,0,0,0
"media_0001",35,"user_000310632","iOS",1,1,0,1,0,1,1,1,1,0
"media_0034",NA,"user_000182963","Android",1,1,0,1,1,1,0,0,1,0
"media_0037",NA,"user_000208183","Android",1,0,1,1,0,0,1,1,0,0
"media_0037",NA,"user_000021138","iOS",1,1,1,0,1,0,0,0,1,0
"media_0048",NA,"user_000404789","Android",0,1,1,0,1,0,1,1,1,0
"media_0024",NA,"user_000084765","Android",1,0,1,1,1,0,0,0,1,1
"media_0031",NA,"user_000152838","Android",1,1,1,1,1,0,1,0,0,0
"media_0007",50,"user_000100980","Android",1,1,0,0,0,1,1,0,0,1
"media_0019",NA,"user_000121306","Android",1,0,0,0,0,1,1,1,0,1
"media_0051",NA,"user_000143520","Android",1,0,0,1,1,0,0,1,0,1
"media_0085",60,"user_000045431","iOS",1,0,0,0,0,0,1,1,1,1
"media_0054",50,"user_000428373","iOS",0,1,0,1,1,1,0,0,0,1
"media_0053",NA,"user_000420489","Android",0,0,0,1,1,0,0,0,0,1
"media_0053",NA,"user_000088704","Android",1,1,0,1,1,1,0,0,1,0
"media_0043",NA,"user_000431999","Android",1,1,0,0,1,0,1,1,1,1
"media_0049",NA,"user_000080126","iOS",1,0,1,0,0,1,0,0,0,0
"media_0069",NA,"user_000063340","Android",1,0,0,1,1,0,0,0,0,1
"media_0074",30,"user_000013521","iOS",1,1,1,1,1,1,0,1,0,0
"media_0072",35,"user_000167797","iOS",0,1,1,1,0,1,0,1,0,1
"media_0087",50,"user_000042106","Android",0,1,1,0,1,1,1,0,0,0
"media_0056",40,"user_000024160","Android",1,0,0,0,1,0,0,0,0,1
"media_0013",NA,"user_000076764","Android",0,0,0,1,0,1,0,0,1,1
"media_0085",60,"user_000122767","iOS",1,0,1,0,1,1,0,0,0,1
"media_0015",NA,"user_000175496","iOS",0,1,1,0,0,0,0,1,1,0
"media_0054",50,"user_000197556","iOS",1,0,1,0,0,0,0,0,0,0
"media_0035",NA,"user_000102283","iOS",0,1,1,0,0,0,0,1,1,1
"media_0058",NA,"user_000039996","iOS",1,1,0,0,0,0,1,0,1,0
"media_0061",NA,"user_000090623","iOS",0,0,0,0,1,0,1,1,0,0
"media_0093",NA,"user_000313993","iOS",0,0,1,1,0,1,0,1,0,1
"media_0034",NA,"user_000198167","iOS",1,1,0,1,0,1,1,0,1,0
"media_0071",30,"user_000022624","Android",1,1,0,1,1,1,1,0,0,1
"media_0021",NA,"user_000186020","Android",0,1,0,1,0,0,0,1,0,0
"media_0053",NA,"user_000127645","Android",1,0,0,1,0,1,1,1,0,1
"media_0065",NA,"user_000158931","iOS",1,1,0,0,1,0,0,1,0,0
"media_0045",NA,"user_000049117","iOS",1,0,0,1,0,0,1,0,0,1
"media_0092",NA,"user_000316708","iOS",1,0,1,1,0,1,1,0,0,0
"media_0004",NA,"user_000205543","Android",0,1,0,1,0,0,1,1,0,1
"media_0001",35,"user_000057001","iOS",1,0,0,0,0,0,0,1,1,1
"media_0008",30,"user_000163298","Android",1,1,0,1,1,0,0,0,1,0
"media_0079",NA,"user_000127804","iOS",1,0,0,1,1,1,1,0,0,0
"media_0058",NA,"user_000067719","Android",0,1,1,1,0,1,0,0,1,1
"media_0061",NA,"user_000035266","iOS",0,1,1,1,1,0,0,1,0,0
"media_0042",NA,"user_000180579","iOS",0,0,0,0,0,1,0,1,1,0
"media_0080",NA,"user_000137849","Android",1,1,1,0,1,0,0,0,1,1
"media_0094",NA,"user_000193296","Android",0,1,1,1,0,0,0,1,0,0
"media_0098",NA,"user_000173335","iOS",1,0,0,0,0,1,1,0,0,1
"media_0028",NA,"user_000410859","iOS",0,1,1,1,1,1,0,0,1,1
"media_0092",NA,"user_000034539","Android",1,0,1,1,1,0,0,0,0,0
"media_0038",NA,"user_000411060","iOS",0,0,0,0,1,1,0,0,0,1
"media_0079",NA,"user_000015748","iOS",0,1,1,0,0,1,0,1,0,0
"media_0089",NA,"user_000001117","Android",1,1,1,0,0,0,1,1,0,0
"media_0089",NA,"user_000153124","iOS",0,0,1,1,0,0,1,0,0,1
"media_0062",NA,"user_000416240","iOS",0,0,0,0,1,0,0,0,0,1
"media_0068",NA,"user_000074141","Android",1,1,1,1,1,1,1,1,0,1
"media_0053",NA,"user_000194948","iOS",1,1,1,0,1,1,0,0,1,0
"media_0078",NA,"user_000185413","Android",1,1,1,1,0,0,0,0,1,1
"media_0026",NA,"user_000037792","iOS",1,1,0,0,1,1,0,0,1,0
"media_0095",NA,"user_000142265","iOS",1,1,0,1,1,0,1,0,1,0
"media_0027",NA,"user_000058249","Android",0,1,0,0,1,1,0,0,1,0
"media_0053",NA,"user_000168277","Android",1,0,1,1,1,0,1,1,1,0
"media_0050",30,"user_000098266","iOS",0,1,1,1,0,0,0,1,1,0
"media_0026",NA,"user_000122571","Android",1,0,1,1,0,0,0,0,1,1
"media_0021",NA,"user_000157801","Android",0,1,1,1,0,0,1,1,0,1
"media_0075",NA,"user_000144787","Android",1,0,1,0,0,1,1,1,1,0
"media_0015",NA,"user_000125345","iOS",1,0,0,1,0,0,1,0,0,1
"media_0097",NA,"user_000111687","iOS",1,1,0,1,1,0,1,1,0,1
"media_0061",NA,"user_000188718","iOS",0,0,0,0,0,0,0,0,1,0
"media_0051",NA,"user_000151330","Android",1,1,1,1,0,1,0,1,1,1
"media_0087",50,"user_000089503","iOS",1,1,0,1,1,0,0,0,0,1
"media_0011",NA,"user_000010968","iOS",0,1,1,1,1,1,1,0,0,0
"media_0025",NA,"user_000046866","Android",0,0,0,0,1,0,0,1,1,0
"media_0085",60,"user_000058276","Android",0,1,1,1,1,0,0,0,0,0
"media_0034",NA,"user_000144450","Android",1,0,0,0,0,1,0,0,1,0
"media_0011",NA,"user_000092802","Android",0,0,1,0,0,0,0,0,1,0
"media_0088",NA,"user_000002887","iOS",0,1,0,1,0,0,1,0,0,0
"media_0075",NA,"user_000061439","Android",0,1,0,0,0,1,0,1,0,0
"media_0025",NA,"user_000042797","Android",0,1,0,1,0,0,0,1,0,0
"media_0057",30,"user_000128234","Android",1,1,1,1,1,0,0,0,0,1
"media_0050",30,"user_000029016","Android",1,0,1,0,1,1,1,1,0,1
"media_0010",NA,"user_000136494","Android",0,0,1,1,1,1,1,1,0,0
"media_0085",60,"user_000082463","iOS",1,0,1,0,1,1,1,0,1,1
"media_0071",30,"user_000416358","iOS",1,1,1,0,0,0,0,0,0,0
"media_0067",NA,"user_000188103","Android",1,1,1,1,0,0,1,0,1,0
"media_0085",60,"user_000183701","iOS",0,1,0,1,0,1,1,0,1,1
"media_0100",NA,"user_000091418","Android",0,1,1,1,1,0,1,1,1,0
"media_0072",35,"user_000036670","Android",1,0,0,0,1,0,1,0,0,0
"media_0050",30,"user_000050270","Android",0,1,1,0,1,1,0,1,0,1
"media_0056",40,"user_000425468","iOS",0,0,0,1,0,0,1,0,0,0
"media_0031",NA,"user_000307916","Android",1,0,0,0,1,1,0,1,0,0
"media_0048",NA,"user_000176915","iOS",1,0,0,1,1,1,1,0,1,0
"media_0077",NA,"user_000405018","Android",1,1,0,1,0,0,0,1,0,1
"media_0031",NA,"user_000153611","Android",0,1,0,0,0,0,0,1,0,0
"media_0063",NA,"user_000124172","Android",1,0,1,1,0,1,0,0,1,1
"media_0019",NA,"user_000180787","Android",0,0,0,0,0,1,1,0,0,1
"media_0076",NA,"user_000048304","Android",0,0,1,0,1,1,1,0,1,0
"media_0082",NA,"user_000152755","Android",0,0,0,1,1,1,0,1,0,0
"media_0075",NA,"user_000119362","iOS",1,0,0,1,1,1,0,0,0,0
"media_0051",NA,"user_000009656","Android",0,0,0,0,1,1,0,0,0,1
"media_0054",50,"user_000079290","Android",1,0,0,1,0,0,1,1,0,1
"media_0033",NA,"user_000129157","iOS",1,0,0,0,1,1,0,0,0,0
"media_0087",50,"user_000032211","Android",1,0,0,0,1,0,0,1,0,1
"media_0040",NA,"user_000112043","iOS",1,0,0,1,1,0,0,0,0,1
"media_0087",50,"user_000182919","iOS",0,1,0,0,1,1,0,0,0,1
"media_0054",50,"user_000188926","iOS",1,1,0,1,0,0,1,0,1,1
"media_0093",NA,"user_000034768","iOS",1,1,0,0,1,1,0,0,0,0
"media_0082",NA,"user_000169997","iOS",0,1,1,0,1,0,1,0,0,1
"media_0037",NA,"user_000419722","iOS",0,0,0,1,1,0,1,1,1,1
"media_0057",30,"user_000058750","Android",1,0,1,0,0,1,1,0,0,1
"media_0025",NA,"user_000117193","iOS",0,0,1,1,0,0,0,1,1,1
"media_0095",NA,"user_000191012","Android",1,1,0,0,1,1,0,0,0,0
"media_0050",30,"user_000152908","Android",1,1,0,0,0,1,0,0,1,1
"media_0086",NA,"user_000005172","Android",1,0,0,0,0,1,0,0,1,0
"media_0031",NA,"user_000019890","iOS",1,0,0,1,1,0,1,1,1,0
"media_0063",NA,"user_000415976","Android",0,1,1,0,0,1,1,0,1,1
"media_0016",NA,"user_000078426","iOS",0,1,0,1,0,0,0,1,1,1
"media_0074",30,"user_000194645","iOS",0,0,0,0,1,1,1,0,0,0
"media_0023",NA,"user_000428431","Android",0,1,0,0,0,0,1,1,0,0
"media_0027",NA,"user_000144582","iOS",1,0,0,0,0,0,1,0,1,1
"media_0077",NA,"user_000069270","Android",1,0,1,1,1,0,0,0,0,1
"media_0021",NA,"user_000199382","Android",0,1,0,1,0,0,1,1,1,0
"media_0028",NA,"user_000092060","Android",1,1,1,1,1,0,0,1,0,0
"media_0055",50,"user_000191886","Android",0,0,0,1,1,0,0,1,0,0
"media_0024",NA,"user_000165220","Android",0,1,1,1,1,0,0,0,1,1
"media_0033",NA,"user_000085675","iOS",1,1,1,1,1,1,0,1,0,0
"media_0005",NA,"user_000015017","iOS",1,0,1,0,1,0,1,0,0,0
"media_0047",NA,"user_000209856","Android",0,1,1,0,1,0,1,1,0,0
"media_0055",50,"user_000062247","iOS",0,0,1,0,0,0,0,1,1,1
"media_0061",NA,"user_000073872","iOS",1,0,1,1,1,0,0,0,0,0
"media_0057",30,"user_000016545","iOS",1,1,0,0,1,1,1,0,0,0
"media_0073",NA,"user_000081238","iOS",0,1,0,0,0,0,1,0,0,0
"media_0067",NA,"user_000169798","Android",1,1,0,1,0,1,0,1,0,1
"media_0016",NA,"user_000186886","iOS",1,0,0,1,1,1,0,1,1,1
"media_0088",NA,"user_000309932","Android",1,1,1,1,1,0,0,0,0,1
"media_0021",NA,"user_000017197","Android",1,1,1,0,0,1,0,0,1,0
"media_0014",NA,"user_000129213","iOS",1,0,1,0,1,1,0,1,0,1
"media_0034",NA,"user_000049208","iOS",0,1,0,1,0,1,1,0,0,1
"media_0051",NA,"user_000101825","iOS",1,0,1,0,0,0,0,1,0,1
"media_0032",NA,"user_000111733","Android",1,1,1,1,0,0,0,0,0,0
"media_0075",NA,"user_000320267","iOS",0,1,0,1,1,1,0,1,1,1
"media_0066",NA,"user_000191368","Android",0,0,1,1,0,1,1,1,0,1
"media_0095",NA,"user_000012175","Android",1,0,1,0,0,0,0,1,0,0
"media_0001",35,"user_000085381","Android",1,0,0,1,0,1,0,0,0,0
"media_0015",NA,"user_000122751","Android",0,0,0,0,0,1,1,0,1,0
"media_0063",NA,"user_000307979","Android",1,1,1,1,1,0,0,0,0,0
"media_0097",NA,"user_000121575","iOS",1,0,0,1,0,1,0,1,1,1
"media_0002",NA,"user_000304339","iOS",1,1,0,1,1,0,1,1,0,1
"media_0048",NA,"user_000119180","Android",1,1,0,0,0,0,0,1,0,0
"media_0056",40,"user_000168532","Android",0,1,1,0,1,0,1,0,1,1
"media_0090",NA,"user_000169163","Android",1,1,0,0,1,0,1,1,0,1
"media_0065",NA,"user_000431240","Android",0,0,1,1,0,0,0,1,1,0
"media_0023",NA,"user_000127869","iOS",0,1,0,1,1,1,1,1,1,1
"media_0050",30,"user_000036727","Android",0,0,1,1,1,1,1,0,1,1
"media_0003",NA,"user_000027610","iOS",0,1,0,0,0,0,1,1,0,1
"media_0023",NA,"user_000163801","Android",0,1,1,1,0,0,1,1,1,0
"media_0035",NA,"user_000402923","Android",0,0,1,0,1,1,1,1,1,0
"media_0081",NA,"user_000048540","iOS",1,1,1,1,0,0,1,0,0,1
"media_0008",30,"user_000140270","Android",0,1,1,0,1,0,1,0,1,1
"media_0053",NA,"user_000170093","iOS",0,1,1,1,0,0,1,0,0,1
"media_0035",NA,"user_000098598","Android",0,1,1,0,0,1,0,1,0,0
"media_0009",30,"user_000004126","Android",0,1,1,0,1,0,1,1,1,0
"media_0091",30,"user_000307639","Android",1,1,0,0,0,1,0,1,1,1
"media_0021",NA,"user_000045492","iOS",1,0,0,0,1,1,1,0,0,0
"media_0036",NA,"user_000046457","Android",1,0,1,0,1,0,1,0,0,1
"media_0071",30,"user_000055421","Android",1,0,0,1,0,1,0,0,1,1
"media_0095",NA,"user_000129398","Android",0,1,0,1,1,1,1,1,1,1
"media_0096",30,"user_000152851","Android",0,1,0,1,0,0,1,0,0,1
"media_0094",NA,"user_000042175","Android",1,0,0,1,0,0,0,1,0,1
"media_0005",NA,"user_000104676","iOS",1,0,0,1,1,0,0,0,0,0
"media_0079",NA,"user_000017111","Android",0,1,0,0,1,0,1,0,0,0
